N_day,date,sunrise,bin_1,bin_2,delta2_1,suma,active,avg_2_1 
5462,2014-12-15,09:24:00,179.036,179.07,0.034,0.096,"[0.051, 0.011, 0.034]",0.032
5463,2014-12-16,09:24:00,179.836,180.025,0.189,0.23399999999999999,"[0.011, 0.034, 0.189]",0.078
5464,2014-12-17,09:25:00,180.634,180.677,0.043,0.266,"[0.034, 0.189, 0.043]",0.08866666666666667
5465,2014-12-18,09:25:00,180.884,181.053,0.169,0.401,"[0.189, 0.043, 0.169]",0.13366666666666668
5466,2014-12-19,09:25:00,179.783,179.773,-0.01,0.202,"[0.043, 0.169, -0.01]",0.06733333333333334
5467,2014-12-20,09:26:00,179.731,179.923,0.192,0.351,"[0.169, -0.01, 0.192]",0.11699999999999999
5468,2014-12-21,09:26:00,180.426,180.501,0.075,0.257,"[-0.01, 0.192, 0.075]",0.08566666666666667
5481,2015-01-03,09:35:00,176.925,177.07,0.145,0.553,"[0.237, 0.171, 0.145]",0.18433333333333335
5482,2015-01-04,09:36:00,176.128,176.219,0.091,0.40700000000000003,"[0.171, 0.145, 0.091]",0.13566666666666669
5483,2015-01-05,09:37:00,176.875,176.876,0.001,0.237,"[0.145, 0.091, 0.001]",0.079
5484,2015-01-06,09:37:00,177.018,177.174,0.156,0.248,"[0.091, 0.001, 0.156]",0.08266666666666667
5485,2015-01-07,09:38:00,176.738,176.621,-0.117,0.039999999999999994,"[0.001, 0.156, -0.117]",0.01333333333333333
5486,2015-01-08,09:39:00,177.288,177.25,-0.038,0.000999999999999994,"[0.156, -0.117, -0.038]",0.0003333333333333313
5487,2015-01-09,09:40:00,176.869,177.162,0.293,0.13799999999999998,"[-0.117, -0.038, 0.293]",0.04599999999999999
5488,2015-01-10,09:41:00,178.422,178.392,-0.03,0.225,"[-0.038, 0.293, -0.03]",0.075
5493,2015-01-15,09:46:00,179.812,179.985,0.173,0.40399999999999997,"[0.087, 0.144, 0.173]",0.13466666666666666
5494,2015-01-16,09:47:00,179.723,179.937,0.214,0.5309999999999999,"[0.144, 0.173, 0.214]",0.17699999999999996
5495,2015-01-17,09:48:00,179.063,179.324,0.261,0.648,"[0.173, 0.214, 0.261]",0.216
5496,2015-01-18,09:49:00,179.089,179.206,0.117,0.592,"[0.214, 0.261, 0.117]",0.19733333333333333
5497,2015-01-19,09:50:00,178.622,178.754,0.132,0.51,"[0.261, 0.117, 0.132]",0.17
5498,2015-01-20,09:51:00,180.113,180.192,0.079,0.328,"[0.117, 0.132, 0.079]",0.10933333333333334
5499,2015-01-21,09:52:00,178.029,178.044,0.015,0.22600000000000003,"[0.132, 0.079, 0.015]",0.07533333333333335
5500,2015-01-22,09:53:00,178.15,178.223,0.073,0.16699999999999998,"[0.079, 0.015, 0.073]",0.05566666666666666
5501,2015-01-23,09:54:00,178.03,177.954,-0.076,0.011999999999999997,"[0.015, 0.073, -0.076]",0.003999999999999999
5502,2015-01-24,09:55:00,178.357,178.329,-0.028,-0.031000000000000003,"[0.073, -0.076, -0.028]",-0.010333333333333335
5507,2015-01-29,10:00:00,177.724,177.818,0.094,0.245,"[0.079, 0.072, 0.094]",0.08166666666666667
5508,2015-01-30,10:01:00,177.02,177.131,0.111,0.27699999999999997,"[0.072, 0.094, 0.111]",0.09233333333333332
5509,2015-01-31,10:02:00,177.26,177.412,0.152,0.357,"[0.094, 0.111, 0.152]",0.119
5510,2015-02-01,10:03:00,176.669,176.848,0.179,0.442,"[0.111, 0.152, 0.179]",0.14733333333333334
5511,2015-02-02,10:04:00,176.285,176.401,0.116,0.44699999999999995,"[0.152, 0.179, 0.116]",0.149
5512,2015-02-03,10:05:00,176.186,176.255,0.069,0.364,"[0.179, 0.116, 0.069]",0.12133333333333333
5513,2015-02-04,10:06:00,176.326,176.574,0.248,0.433,"[0.116, 0.069, 0.248]",0.14433333333333334
5514,2015-02-05,10:07:00,177.301,177.297,-0.004,0.313,"[0.069, 0.248, -0.004]",0.10433333333333333
5515,2015-02-06,10:08:00,177.509,177.581,0.072,0.316,"[0.248, -0.004, 0.072]",0.10533333333333333
5516,2015-02-07,10:09:00,178.066,178.053,-0.013,0.05499999999999999,"[-0.004, 0.072, -0.013]",0.01833333333333333
5517,2015-02-08,10:10:00,177.67,177.725,0.055,0.11399999999999999,"[0.072, -0.013, 0.055]",0.038
5518,2015-02-09,10:11:00,177.285,177.382,0.097,0.139,"[-0.013, 0.055, 0.097]",0.04633333333333334
5522,2015-02-13,10:15:00,178.19,178.257,0.067,0.163,"[0.071, 0.025, 0.067]",0.05433333333333334
5523,2015-02-14,10:16:00,178.463,178.402,-0.061,0.031,"[0.025, 0.067, -0.061]",0.010333333333333333
5524,2015-02-15,10:17:00,178.205,178.472,0.267,0.273,"[0.067, -0.061, 0.267]",0.09100000000000001
5525,2015-02-16,10:18:00,178.534,178.616,0.082,0.28800000000000003,"[-0.061, 0.267, 0.082]",0.09600000000000002
5526,2015-02-17,10:19:00,178.408,178.526,0.118,0.467,"[0.267, 0.082, 0.118]",0.15566666666666668
5527,2015-02-18,10:20:00,177.97,178.195,0.225,0.42500000000000004,"[0.082, 0.118, 0.225]",0.1416666666666667
5528,2015-02-19,10:21:00,177.946,178.067,0.121,0.46399999999999997,"[0.118, 0.225, 0.121]",0.15466666666666665
5529,2015-02-20,10:22:00,179.391,179.319,-0.072,0.27399999999999997,"[0.225, 0.121, -0.072]",0.09133333333333332
5530,2015-02-21,10:23:00,178.202,178.354,0.152,0.201,"[0.121, -0.072, 0.152]",0.067
5531,2015-02-22,10:24:00,178.432,178.679,0.247,0.327,"[-0.072, 0.152, 0.247]",0.109
5532,2015-02-23,10:25:00,178.852,179.186,0.334,0.7330000000000001,"[0.152, 0.247, 0.334]",0.24433333333333337
5533,2015-02-24,10:26:00,178.378,178.481,0.103,0.6839999999999999,"[0.247, 0.334, 0.103]",0.22799999999999998
5534,2015-02-25,10:27:00,177.902,178.106,0.204,0.641,"[0.334, 0.103, 0.204]",0.21366666666666667
5535,2015-02-26,10:28:00,177.886,177.947,0.061,0.368,"[0.103, 0.204, 0.061]",0.12266666666666666
5539,2015-03-02,10:31:00,177.507,177.721,0.214,0.569,"[0.319, 0.036, 0.214]",0.18966666666666665
5540,2015-03-03,10:32:00,177.583,177.778,0.195,0.445,"[0.036, 0.214, 0.195]",0.14833333333333334
5541,2015-03-04,10:33:00,177.619,177.744,0.125,0.534,"[0.214, 0.195, 0.125]",0.17800000000000002
5542,2015-03-05,10:34:00,178.115,178.24,0.125,0.445,"[0.195, 0.125, 0.125]",0.14833333333333334
5543,2015-03-06,10:35:00,177.969,178.245,0.276,0.526,"[0.125, 0.125, 0.276]",0.17533333333333334
5544,2015-03-07,10:36:00,178.239,178.58,0.341,0.742,"[0.125, 0.276, 0.341]",0.24733333333333332
5545,2015-03-08,10:37:00,178.373,178.472,0.099,0.716,"[0.276, 0.341, 0.099]",0.23866666666666667
5550,2015-03-13,10:41:00,176.367,176.581,0.214,0.6619999999999999,"[0.204, 0.244, 0.214]",0.22066666666666665
5551,2015-03-14,10:42:00,177.023,177.025,0.002,0.45999999999999996,"[0.244, 0.214, 0.002]",0.15333333333333332
5552,2015-03-15,10:43:00,177.596,177.914,0.318,0.534,"[0.214, 0.002, 0.318]",0.17800000000000002
5553,2015-03-16,10:44:00,177.913,177.969,0.056,0.376,"[0.002, 0.318, 0.056]",0.12533333333333332
5554,2015-03-17,10:44:00,178.115,178.134,0.019,0.393,"[0.318, 0.056, 0.019]",0.131
5555,2015-03-18,10:45:00,176.146,176.129,-0.017,0.057999999999999996,"[0.056, 0.019, -0.017]",0.01933333333333333
5556,2015-03-19,10:46:00,177.091,177.24,0.149,0.151,"[0.019, -0.017, 0.149]",0.050333333333333334
5557,2015-03-20,10:47:00,177.786,177.953,0.167,0.29900000000000004,"[-0.017, 0.149, 0.167]",0.09966666666666668
5558,2015-03-21,10:48:00,177.188,177.433,0.245,0.5609999999999999,"[0.149, 0.167, 0.245]",0.18699999999999997
5559,2015-03-22,10:48:00,178.1,178.259,0.159,0.5710000000000001,"[0.167, 0.245, 0.159]",0.19033333333333335
5560,2015-03-23,10:49:00,178.36,178.754,0.394,0.798,"[0.245, 0.159, 0.394]",0.266
5561,2015-03-24,10:50:00,178.968,178.968,0.0,0.553,"[0.159, 0.394, 0.0]",0.18433333333333335
5562,2015-03-25,10:51:00,178.772,178.894,0.122,0.516,"[0.394, 0.0, 0.122]",0.17200000000000001
5563,2015-03-26,10:52:00,178.8,178.817,0.017,0.139,"[0.0, 0.122, 0.017]",0.04633333333333334
5564,2015-03-27,10:53:00,178.352,178.533,0.181,0.32,"[0.122, 0.017, 0.181]",0.10666666666666667
5565,2015-03-28,10:53:00,178.719,178.703,-0.016,0.182,"[0.017, 0.181, -0.016]",0.06066666666666667
5566,2015-03-29,10:54:00,178.737,179.272,0.535,0.7,"[0.181, -0.016, 0.535]",0.2333333333333333
5567,2015-03-30,10:55:00,179.218,179.801,0.583,1.1019999999999999,"[-0.016, 0.535, 0.583]",0.3673333333333333
5568,2015-03-31,10:56:00,178.557,179.852,1.295,2.413,"[0.535, 0.583, 1.295]",0.8043333333333332
5569,2015-04-01,10:57:00,178.011,179.186,1.175,3.053,"[0.583, 1.295, 1.175]",1.0176666666666667
5570,2015-04-02,10:57:00,178.246,178.912,0.666,3.1359999999999997,"[1.295, 1.175, 0.666]",1.0453333333333332
5571,2015-04-03,10:58:00,178.019,178.662,0.643,2.484,"[1.175, 0.666, 0.643]",0.828
5572,2015-04-04,10:59:00,178.43,178.492,0.062,1.3710000000000002,"[0.666, 0.643, 0.062]",0.4570000000000001
5573,2015-04-05,11:00:00,178.822,179.09,0.268,0.9730000000000001,"[0.643, 0.062, 0.268]",0.32433333333333336
5574,2015-04-06,11:01:00,179.019,179.248,0.229,0.559,"[0.062, 0.268, 0.229]",0.18633333333333335
5575,2015-04-07,11:01:00,179.56,180.029,0.469,0.966,"[0.268, 0.229, 0.469]",0.322
5576,2015-04-08,11:02:00,178.854,179.325,0.471,1.169,"[0.229, 0.469, 0.471]",0.38966666666666666
5577,2015-04-09,11:03:00,180.888,181.21,0.322,1.262,"[0.469, 0.471, 0.322]",0.4206666666666667
5578,2015-04-10,11:04:00,178.804,179.438,0.634,1.427,"[0.471, 0.322, 0.634]",0.4756666666666667
5579,2015-04-11,11:05:00,179.036,179.425,0.389,1.345,"[0.322, 0.634, 0.389]",0.4483333333333333
5580,2015-04-12,11:05:00,178.365,178.578,0.213,1.2360000000000002,"[0.634, 0.389, 0.213]",0.4120000000000001
5584,2015-04-16,11:09:00,178.785,179.27,0.485,0.836,"[0.107, 0.244, 0.485]",0.2786666666666667
5585,2015-04-17,11:09:00,178.743,178.871,0.128,0.857,"[0.244, 0.485, 0.128]",0.2856666666666667
5586,2015-04-18,11:10:00,178.387,178.795,0.408,1.021,"[0.485, 0.128, 0.408]",0.3403333333333333
5587,2015-04-19,11:11:00,179.285,179.839,0.554,1.09,"[0.128, 0.408, 0.554]",0.36333333333333334
5588,2015-04-20,11:12:00,179.772,180.288,0.516,1.478,"[0.408, 0.554, 0.516]",0.49266666666666664
5589,2015-04-21,11:13:00,179.727,180.158,0.431,1.5010000000000001,"[0.554, 0.516, 0.431]",0.5003333333333334
5590,2015-04-22,11:13:00,179.969,180.411,0.442,1.389,"[0.516, 0.431, 0.442]",0.463
5591,2015-04-23,11:14:00,179.357,179.656,0.299,1.172,"[0.431, 0.442, 0.299]",0.39066666666666666
5592,2015-04-24,11:15:00,179.909,180.209,0.3,1.041,"[0.442, 0.299, 0.3]",0.347
5593,2015-04-25,11:16:00,178.935,179.245,0.31,0.909,"[0.299, 0.3, 0.31]",0.303
5594,2015-04-26,11:17:00,179.476,179.732,0.256,0.866,"[0.3, 0.31, 0.256]",0.2886666666666667
5595,2015-04-27,11:17:00,179.638,179.771,0.133,0.6990000000000001,"[0.31, 0.256, 0.133]",0.233
5596,2015-04-28,11:18:00,180.163,180.526,0.363,0.752,"[0.256, 0.133, 0.363]",0.25066666666666665
5600,2015-05-02,11:22:00,179.417,180.0,0.583,1.6059999999999999,"[0.718, 0.305, 0.583]",0.5353333333333333
5601,2015-05-03,11:22:00,178.838,179.383,0.545,1.4329999999999998,"[0.305, 0.583, 0.545]",0.47766666666666663
5602,2015-05-04,11:23:00,178.831,179.32,0.489,1.617,"[0.583, 0.545, 0.489]",0.539
5603,2015-05-05,11:24:00,178.827,179.364,0.537,1.5710000000000002,"[0.545, 0.489, 0.537]",0.5236666666666667
5604,2015-05-06,11:25:00,178.418,178.969,0.551,1.577,"[0.489, 0.537, 0.551]",0.5256666666666666
5605,2015-05-07,11:26:00,177.531,177.986,0.455,1.5430000000000001,"[0.537, 0.551, 0.455]",0.5143333333333334
5611,2015-05-13,11:30:00,179.275,179.864,0.589,1.883,"[0.351, 0.943, 0.589]",0.6276666666666667
5612,2015-05-14,11:31:00,180.219,180.389,0.17,1.702,"[0.943, 0.589, 0.17]",0.5673333333333334
5613,2015-05-15,11:32:00,180.384,180.941,0.557,1.316,"[0.589, 0.17, 0.557]",0.4386666666666667
5614,2015-05-16,11:33:00,180.08,180.537,0.457,1.1840000000000002,"[0.17, 0.557, 0.457]",0.3946666666666667
5615,2015-05-17,11:34:00,180.374,180.723,0.349,1.363,"[0.557, 0.457, 0.349]",0.4543333333333333
5616,2015-05-18,11:34:00,180.857,181.144,0.287,1.093,"[0.457, 0.349, 0.287]",0.36433333333333334
5617,2015-05-19,11:35:00,178.579,178.992,0.413,1.049,"[0.349, 0.287, 0.413]",0.3496666666666666
5618,2015-05-20,11:36:00,178.838,179.317,0.479,1.1789999999999998,"[0.287, 0.413, 0.479]",0.39299999999999996
5619,2015-05-21,11:37:00,178.439,178.892,0.453,1.345,"[0.413, 0.479, 0.453]",0.4483333333333333
5620,2015-05-22,11:37:00,178.53,178.98,0.45,1.382,"[0.479, 0.453, 0.45]",0.4606666666666666
5621,2015-05-23,11:38:00,179.491,179.976,0.485,1.388,"[0.453, 0.45, 0.485]",0.4626666666666666
5622,2015-05-24,11:39:00,179.692,180.066,0.374,1.3090000000000002,"[0.45, 0.485, 0.374]",0.4363333333333334
5623,2015-05-25,11:39:00,180.097,180.238,0.141,1.0,"[0.485, 0.374, 0.141]",0.3333333333333333
5624,2015-05-26,11:40:00,180.95,181.216,0.266,0.781,"[0.374, 0.141, 0.266]",0.26033333333333336
5625,2015-05-27,11:41:00,181.412,181.342,-0.07,0.337,"[0.141, 0.266, -0.07]",0.11233333333333334
5626,2015-05-28,11:41:00,180.81,180.741,-0.069,0.127,"[0.266, -0.07, -0.069]",0.042333333333333334
5627,2015-05-29,11:42:00,180.497,180.871,0.374,0.235,"[-0.07, -0.069, 0.374]",0.07833333333333332
5628,2015-05-30,11:43:00,180.383,180.632,0.249,0.554,"[-0.069, 0.374, 0.249]",0.18466666666666667
5629,2015-05-31,11:43:00,179.972,180.082,0.11,0.733,"[0.374, 0.249, 0.11]",0.24433333333333332
5630,2015-06-01,11:44:00,179.308,179.279,-0.029,0.32999999999999996,"[0.249, 0.11, -0.029]",0.10999999999999999
5631,2015-06-02,11:45:00,179.093,179.305,0.212,0.293,"[0.11, -0.029, 0.212]",0.09766666666666667
5632,2015-06-03,11:45:00,179.143,179.473,0.33,0.513,"[-0.029, 0.212, 0.33]",0.171
5633,2015-06-04,11:46:00,179.549,179.592,0.043,0.5850000000000001,"[0.212, 0.33, 0.043]",0.19500000000000003
5634,2015-06-05,11:46:00,180.006,180.072,0.066,0.439,"[0.33, 0.043, 0.066]",0.14633333333333334
5635,2015-06-06,11:47:00,180.094,180.157,0.063,0.172,"[0.043, 0.066, 0.063]",0.057333333333333326
5636,2015-06-07,11:48:00,180.077,180.203,0.126,0.255,"[0.066, 0.063, 0.126]",0.085
5637,2015-06-08,11:48:00,178.641,179.044,0.403,0.5920000000000001,"[0.063, 0.126, 0.403]",0.19733333333333336
5638,2015-06-09,11:49:00,178.927,179.246,0.319,0.8480000000000001,"[0.126, 0.403, 0.319]",0.2826666666666667
5639,2015-06-10,11:49:00,179.588,179.801,0.213,0.9349999999999999,"[0.403, 0.319, 0.213]",0.31166666666666665
5640,2015-06-11,11:49:00,181.513,181.29,-0.223,0.30900000000000005,"[0.319, 0.213, -0.223]",0.10300000000000002
5641,2015-06-12,11:50:00,180.658,180.761,0.103,0.09299999999999999,"[0.213, -0.223, 0.103]",0.030999999999999996
5647,2015-06-18,11:52:00,179.752,179.981,0.229,0.281,"[0.035, 0.017, 0.229]",0.09366666666666668
5648,2015-06-19,11:52:00,179.618,179.735,0.117,0.363,"[0.017, 0.229, 0.117]",0.121
5649,2015-06-20,11:53:00,179.016,179.201,0.185,0.531,"[0.229, 0.117, 0.185]",0.17700000000000002
5650,2015-06-21,11:53:00,178.774,178.87,0.096,0.398,"[0.117, 0.185, 0.096]",0.13266666666666668
5651,2015-06-22,11:53:00,178.883,179.003,0.12,0.401,"[0.185, 0.096, 0.12]",0.13366666666666668
5652,2015-06-23,11:53:00,174.481,174.527,0.046,0.262,"[0.096, 0.12, 0.046]",0.08733333333333333
5653,2015-06-24,11:53:00,175.121,175.148,0.027,0.19299999999999998,"[0.12, 0.046, 0.027]",0.06433333333333333
5654,2015-06-25,11:54:00,174.897,175.057,0.16,0.23299999999999998,"[0.046, 0.027, 0.16]",0.07766666666666666
5655,2015-06-26,11:54:00,176.444,176.57,0.126,0.313,"[0.027, 0.16, 0.126]",0.10433333333333333
5656,2015-06-27,11:54:00,176.498,176.535,0.037,0.323,"[0.16, 0.126, 0.037]",0.10766666666666667
5657,2015-06-28,11:54:00,177.917,178.224,0.307,0.47,"[0.126, 0.037, 0.307]",0.15666666666666665
5658,2015-06-29,11:54:00,178.891,179.127,0.236,0.58,"[0.037, 0.307, 0.236]",0.19333333333333333
5659,2015-06-30,11:54:00,179.901,179.885,-0.016,0.5269999999999999,"[0.307, 0.236, -0.016]",0.17566666666666664
5660,2015-07-01,11:54:00,179.885,179.989,0.104,0.32399999999999995,"[0.236, -0.016, 0.104]",0.10799999999999998
5661,2015-07-02,11:54:00,179.87,179.86,-0.01,0.078,"[-0.016, 0.104, -0.01]",0.026
5662,2015-07-03,11:54:00,180.333,180.428,0.095,0.189,"[0.104, -0.01, 0.095]",0.063
5663,2015-07-04,11:54:00,180.491,180.575,0.084,0.169,"[-0.01, 0.095, 0.084]",0.05633333333333334
5664,2015-07-05,11:53:00,179.289,179.395,0.106,0.285,"[0.095, 0.084, 0.106]",0.09499999999999999
5665,2015-07-06,11:53:00,180.04,180.233,0.193,0.383,"[0.084, 0.106, 0.193]",0.12766666666666668
5666,2015-07-07,11:53:00,179.748,179.877,0.129,0.428,"[0.106, 0.193, 0.129]",0.14266666666666666
5667,2015-07-08,11:53:00,179.491,179.622,0.131,0.453,"[0.193, 0.129, 0.131]",0.151
5668,2015-07-09,11:53:00,179.941,180.125,0.184,0.444,"[0.129, 0.131, 0.184]",0.148
5669,2015-07-10,11:52:00,180.347,180.258,-0.089,0.226,"[0.131, 0.184, -0.089]",0.07533333333333334
5670,2015-07-11,11:52:00,180.991,180.937,-0.054,0.041,"[0.184, -0.089, -0.054]",0.013666666666666667
5674,2015-07-15,11:50:00,179.137,179.274,0.137,0.309,"[0.106, 0.066, 0.137]",0.103
5675,2015-07-16,11:50:00,179.292,179.215,-0.077,0.126,"[0.066, 0.137, -0.077]",0.042
5676,2015-07-17,11:50:00,178.704,178.784,0.08,0.14,"[0.137, -0.077, 0.08]",0.04666666666666667
5677,2015-07-18,11:49:00,178.678,178.849,0.171,0.17400000000000002,"[-0.077, 0.08, 0.171]",0.058
5678,2015-07-19,11:49:00,179.82,179.833,0.013,0.264,"[0.08, 0.171, 0.013]",0.08800000000000001
5679,2015-07-20,11:48:00,180.718,180.778,0.06,0.24400000000000002,"[0.171, 0.013, 0.06]",0.08133333333333334
5680,2015-07-21,11:47:00,180.141,180.265,0.124,0.197,"[0.013, 0.06, 0.124]",0.06566666666666666
5681,2015-07-22,11:47:00,180.202,180.3,0.098,0.28200000000000003,"[0.06, 0.124, 0.098]",0.09400000000000001
5682,2015-07-23,11:46:00,180.311,180.481,0.17,0.392,"[0.124, 0.098, 0.17]",0.13066666666666668
5683,2015-07-24,11:45:00,179.676,179.947,0.271,0.539,"[0.098, 0.17, 0.271]",0.17966666666666667
5684,2015-07-25,11:45:00,179.248,179.557,0.309,0.75,"[0.17, 0.271, 0.309]",0.25
5685,2015-07-26,11:44:00,179.149,179.519,0.37,0.9500000000000001,"[0.271, 0.309, 0.37]",0.3166666666666667
5686,2015-07-27,11:43:00,179.676,179.804,0.128,0.807,"[0.309, 0.37, 0.128]",0.269
5687,2015-07-28,11:43:00,179.153,179.442,0.289,0.7869999999999999,"[0.37, 0.128, 0.289]",0.2623333333333333
5688,2015-07-29,11:42:00,179.837,179.925,0.088,0.505,"[0.128, 0.289, 0.088]",0.16833333333333333
5689,2015-07-30,11:41:00,179.971,180.182,0.211,0.588,"[0.289, 0.088, 0.211]",0.19599999999999998
5690,2015-07-31,11:40:00,179.448,179.796,0.348,0.647,"[0.088, 0.211, 0.348]",0.21566666666666667
5691,2015-08-01,11:39:00,178.745,178.899,0.154,0.713,"[0.211, 0.348, 0.154]",0.23766666666666666
5692,2015-08-02,11:38:00,179.504,179.571,0.067,0.569,"[0.348, 0.154, 0.067]",0.18966666666666665
5693,2015-08-03,11:38:00,178.85,179.118,0.268,0.489,"[0.154, 0.067, 0.268]",0.163
5694,2015-08-04,11:37:00,179.447,179.571,0.124,0.459,"[0.067, 0.268, 0.124]",0.153
5695,2015-08-05,11:36:00,179.173,179.429,0.256,0.648,"[0.268, 0.124, 0.256]",0.216
5696,2015-08-06,11:35:00,179.39,179.345,-0.045,0.335,"[0.124, 0.256, -0.045]",0.11166666666666668
5697,2015-08-07,11:34:00,179.88,180.236,0.356,0.567,"[0.256, -0.045, 0.356]",0.18899999999999997
5706,2015-08-16,11:24:00,178.533,178.519,-0.014,0.072,"[0.173, -0.087, -0.014]",0.023999999999999997
5707,2015-08-17,11:23:00,177.09,177.183,0.093,-0.007999999999999993,"[-0.087, -0.014, 0.093]",-0.0026666666666666644
5708,2015-08-18,11:22:00,178.201,178.329,0.128,0.20700000000000002,"[-0.014, 0.093, 0.128]",0.069
5709,2015-08-19,11:20:00,178.328,178.397,0.069,0.29000000000000004,"[0.093, 0.128, 0.069]",0.09666666666666668
5710,2015-08-20,11:19:00,178.195,178.25,0.055,0.252,"[0.128, 0.069, 0.055]",0.084
5711,2015-08-21,11:18:00,178.487,178.741,0.254,0.378,"[0.069, 0.055, 0.254]",0.126
5712,2015-08-22,11:17:00,178.314,178.594,0.28,0.589,"[0.055, 0.254, 0.28]",0.19633333333333333
5713,2015-08-23,11:15:00,178.472,178.529,0.057,0.5910000000000001,"[0.254, 0.28, 0.057]",0.19700000000000004
5714,2015-08-24,11:14:00,179.283,179.603,0.32,0.657,"[0.28, 0.057, 0.32]",0.219
5715,2015-08-25,11:13:00,180.392,180.782,0.39,0.767,"[0.057, 0.32, 0.39]",0.25566666666666665
5716,2015-08-26,11:12:00,179.352,179.807,0.455,1.165,"[0.32, 0.39, 0.455]",0.38833333333333336
5717,2015-08-27,11:10:00,178.28,178.166,-0.114,0.731,"[0.39, 0.455, -0.114]",0.24366666666666667
5718,2015-08-28,11:09:00,177.68,177.841,0.161,0.502,"[0.455, -0.114, 0.161]",0.16733333333333333
5719,2015-08-29,11:08:00,177.639,177.729,0.09,0.137,"[-0.114, 0.161, 0.09]",0.04566666666666667
5725,2015-09-04,10:59:00,179.009,179.166,0.157,0.781,"[0.328, 0.296, 0.157]",0.26033333333333336
5726,2015-09-05,10:58:00,178.737,178.745,0.008,0.46099999999999997,"[0.296, 0.157, 0.008]",0.15366666666666665
5727,2015-09-06,10:57:00,178.664,178.808,0.144,0.309,"[0.157, 0.008, 0.144]",0.103
5728,2015-09-07,10:55:00,179.304,179.689,0.385,0.537,"[0.008, 0.144, 0.385]",0.17900000000000002
5729,2015-09-08,10:54:00,178.834,178.921,0.087,0.616,"[0.144, 0.385, 0.087]",0.20533333333333334
5730,2015-09-09,10:52:00,178.669,178.66,-0.009,0.46299999999999997,"[0.385, 0.087, -0.009]",0.15433333333333332
5731,2015-09-10,10:51:00,179.103,179.101,-0.002,0.076,"[0.087, -0.009, -0.002]",0.025333333333333333
5732,2015-09-11,10:50:00,178.739,178.692,-0.047,-0.057999999999999996,"[-0.009, -0.002, -0.047]",-0.01933333333333333
5733,2015-09-12,10:48:00,178.733,179.256,0.523,0.47400000000000003,"[-0.002, -0.047, 0.523]",0.158
5734,2015-09-13,10:47:00,178.891,179.17,0.279,0.7550000000000001,"[-0.047, 0.523, 0.279]",0.2516666666666667
5735,2015-09-14,10:45:00,178.893,179.26,0.367,1.169,"[0.523, 0.279, 0.367]",0.38966666666666666
5736,2015-09-15,10:44:00,178.499,178.621,0.122,0.768,"[0.279, 0.367, 0.122]",0.256
